pii,status
S0016-2361(17)30779-2,OK
S0016-2361(17)30781-0,OK
S0016-2361(17)30796-2,OK
S0016-2361(17)31170-5,OK
S0016-2361(17)31330-3,OK
S0016-2361(17)31412-6,OK
S0016-2361(17)31501-6,OK
S0016-2361(17)31506-5,OK
S0016-2361(17)31569-7,OK
S0016-2361(17)31697-6,OK
S0016-2361(18)30216-3,OK
S0016-2361(18)30521-0,OK
S0016-2361(18)30598-2,OK
S0016-2361(18)30668-9,OK
S0016-2361(18)30730-0,OK
S0016-2361(18)30783-X,OK
S0016-2361(18)30841-X,OK
S0016-2361(18)30895-0,OK
S0016-2361(18)30900-1,OK
S0016-2361(18)30917-7,OK
S0016-2361(18)31186-4,OK
S0016-2361(18)31329-2,OK
S0016-2361(18)31378-4,OK
S0016-2361(18)31428-5,OK
S0016-2361(18)31489-3,OK
S0016-2361(18)31517-5,OK
S0016-2361(18)31744-7,OK
S0016-2361(18)32050-7,OK
S0016-2361(18)32110-0,OK
S0016-2361(19)30154-1,OK
S0016-2361(19)30237-6,OK
S0016-2361(19)30473-9,OK
S0016-2361(19)30474-0,OK
S0016-2361(19)30527-7,OK
S0016-2361(19)30599-X,OK
S0016-2361(19)30616-7,OK
S0016-2361(19)30624-6,OK
S0016-2361(19)30836-1,OK
S0016-2361(19)30874-9,OK
S0016-2361(19)30928-7,OK
S0016-2361(19)31159-7,OK
S0016-2361(19)31301-8,OK
S0016-2361(19)31440-1,OK
S0016-2361(19)31473-5,OK
S0016-2361(19)31488-7,OK
S0016-2361(19)31657-6,OK
S0016-2361(19)31676-X,OK
S0016-2361(19)31689-8,OK
S0016-2361(19)31703-X,OK
S0016-2361(19)31708-9,OK
S0016-2361(19)31761-2,OK
S0016-2361(19)31794-6,OK
S0016-2361(19)31880-0,OK
S0016-2361(19)31951-9,OK
S0016-2361(19)32072-1,OK
S0016-2361(19)32339-7,OK
S0016-2361(20)30234-9,OK
S0016-2361(20)30253-2,OK
S0016-2361(20)30303-3,OK
S0016-2361(20)30358-6,OK
S0016-2361(20)30721-3,OK
S0016-2361(20)30734-1,OK
S0016-2361(20)30739-0,OK
S0016-2361(20)30777-8,OK
S0016-2361(20)31085-1,OK
S0016-2361(20)31148-0,OK
S0016-2361(20)31169-8,OK
S0016-2361(20)31172-8,OK
S0016-2361(20)31180-7,OK
S0016-2361(20)31183-2,OK
S0016-2361(20)31224-2,OK
S0016-2361(20)31320-X,OK
S0016-2361(20)31358-2,OK
S0016-2361(20)31393-4,OK
S0016-2361(20)31480-0,OK
S0016-2361(20)31494-0,OK
S0016-2361(20)31510-6,OK
S0016-2361(20)31525-8,OK
S0016-2361(20)31568-4,OK
S0016-2361(20)31733-6,OK
S0016-2361(20)31788-9,OK
S0016-2361(20)32072-X,OK
S0016-2361(20)32103-7,OK
S0016-2361(20)32139-6,OK
S0016-2361(20)32156-6,OK
S0016-2361(20)32186-4,OK
S0016-2361(20)32256-0,OK
S0016-2361(20)32396-6,OK
S0016-2361(20)32451-0,OK
S0016-2361(20)32480-7,OK
S0016-2361(20)32690-9,OK
S0016-2361(20)32755-1,OK
S0016-2361(20)32826-X,OK
S0016-2361(21)00029-6,OK
S0016-2361(21)00251-9,OK
S0016-2361(21)00381-1,OK
S0016-2361(21)00399-9,OK
S0016-2361(21)00524-X,OK
S0016-2361(21)00601-3,OK
S0016-2361(21)00690-6,OK
S0016-2361(21)00733-X,OK
S0016-2361(21)00763-8,OK
S0016-2361(21)00896-6,OK
S0016-2361(21)00984-4,OK
S0016-2361(21)01029-2,OK
S0016-2361(21)01043-7,OK
S0016-2361(21)01078-4,OK
S0016-2361(21)01165-0,OK
S0016-2361(21)01196-0,OK
S0016-2361(21)01275-8,OK
S0016-2361(21)01377-6,OK
S0016-2361(21)01398-3,OK
S0016-2361(21)01525-8,OK
S0016-2361(21)01624-0,OK
S0016-2361(21)01697-5,OK
S0016-2361(21)01740-3,OK
S0016-2361(21)01762-2,OK
S0016-2361(21)01814-7,OK
S0016-2361(21)01932-3,OK
S0016-2361(21)01974-8,OK
S0016-2361(21)01978-5,OK
S0016-2361(21)02194-3,OK
S0016-2361(21)02310-3,OK
S0016-2361(21)02370-X,OK
S0016-2361(21)02479-0,OK
S0016-2361(21)02652-1,OK
S0016-2361(21)02796-4,OK
S0016-2361(21)02814-3,OK
S0016-2361(21)02883-0,OK
S0016-2361(21)02931-8,OK
S0016-2361(21)02962-8,OK
S0016-2361(21)02980-X,OK
S0016-2361(22)00089-8,OK
S0016-2361(22)00182-X,OK
S0016-2361(22)00186-7,OK
S0016-2361(22)00188-0,OK
S0016-2361(22)00210-1,OK
S0016-2361(22)00212-5,OK
S0016-2361(22)00246-0,OK
S0016-2361(22)00307-6,OK
S0016-2361(22)00318-0,OK
S0016-2361(22)00392-1,OK
S0016-2361(22)00438-0,OK
S0016-2361(22)00443-4,OK
S0016-2361(22)00460-4,OK
S0016-2361(22)00543-9,OK
S0016-2361(22)00551-8,OK
S0016-2361(22)00572-5,OK
S0016-2361(22)00590-7,OK
S0016-2361(22)00745-1,OK
S0016-2361(22)00749-9,OK
S0016-2361(22)00791-8,OK
S0016-2361(22)00817-1,OK
S0016-2361(22)00840-7,OK
S0016-2361(22)00877-8,OK
S0016-2361(22)00984-X,OK
S0016-2361(22)00994-2,OK
S0016-2361(22)01151-6,OK
S0016-2361(22)01289-3,OK
S0016-2361(22)01313-8,OK
S0016-2361(22)01423-5,OK
S0016-2361(22)01436-3,OK
S0016-2361(22)01546-0,OK
S0016-2361(22)01611-8,OK
S0016-2361(22)01622-2,OK
S0016-2361(22)01825-7,OK
S0016-2361(22)01864-6,OK
S0016-2361(22)01922-6,OK
S0016-2361(22)01924-X,OK
S0016-2361(22)01931-7,OK
S0016-2361(22)02019-1,OK
S0016-2361(22)02055-5,OK
S0016-2361(22)02175-5,OK
S0016-2361(22)02195-0,OK
S0016-2361(22)02226-8,OK
S0016-2361(22)02261-X,OK
S0016-2361(22)02304-3,OK
S0016-2361(22)02407-3,OK
S0016-2361(22)02414-0,OK
S0016-2361(22)02483-8,OK
S0016-2361(22)02485-1,OK
S0016-2361(22)02507-8,OK
S0016-2361(22)02509-1,OK
S0016-2361(22)02539-X,OK
S0016-2361(22)02549-2,OK
S0016-2361(22)02553-4,OK
S0016-2361(22)02585-6,OK
S0016-2361(22)02595-9,OK
S0016-2361(22)02597-2,OK
S0016-2361(22)02641-2,OK
S0016-2361(22)02671-0,OK
S0016-2361(22)02755-7,OK
S0016-2361(22)02799-5,OK
S0016-2361(22)02958-1,OK
S0016-2361(22)02965-9,OK
S0016-2361(22)02977-5,OK
S0016-2361(22)02992-1,OK
S0016-2361(22)03035-6,OK
S0016-2361(22)03105-2,OK
S0016-2361(22)03130-1,OK
S0016-2361(22)03135-0,OK
S0016-2361(22)03163-5,OK
S0016-2361(22)03177-5,OK
S0016-2361(22)03293-8,OK
S0016-2361(22)03314-2,OK
S0016-2361(22)03320-8,OK
S0016-2361(22)03433-0,OK
S0016-2361(22)03468-8,OK
S0016-2361(22)03559-1,OK
S0016-2361(22)03576-1,OK
S0016-2361(22)03714-0,OK
S0016-2361(22)03754-1,OK
S0016-2361(22)03801-7,OK
S0016-2361(22)03852-2,OK
S0016-2361(22)03885-6,OK
S0016-2361(22)03967-9,OK
S0016-2361(22)03971-0,OK
S0016-2361(22)04033-9,OK
S0016-2361(22)04039-X,OK
S0016-2361(22)04069-8,OK
S0016-2361(22)04080-7,OK
S0016-2361(22)04152-7,OK
S0016-2361(22)04189-8,OK
S0016-2361(23)00085-6,OK
S0016-2361(23)00087-X,OK
S0016-2361(23)00115-1,OK
S0016-2361(23)00164-3,OK
S0016-2361(23)00168-0,OK
S0016-2361(23)00273-9,OK
S0016-2361(23)00277-6,OK
S0016-2361(23)00319-8,OK
S0016-2361(23)00413-1,OK
S0016-2361(23)00426-X,OK
S0016-2361(23)00579-3,OK
S0016-2361(23)00690-7,OK
S0016-2361(23)00705-6,OK
S0016-2361(23)00720-2,OK
S0016-2361(23)00790-1,OK
S0016-2361(23)01016-5,OK
S0016-2361(23)01079-7,OK
S0016-2361(23)01131-6,OK
S0016-2361(23)01207-3,OK
S0016-2361(23)01264-4,OK
S0016-2361(23)01304-2,OK
S0016-2361(23)01317-0,OK
S0016-2361(23)01347-9,OK
S0016-2361(23)01356-X,OK
S0016-2361(23)01362-5,OK
S0016-2361(23)01434-5,OK
S0016-2361(23)01436-9,OK
S0016-2361(23)01455-2,OK
S0016-2361(23)01461-8,OK
S0016-2361(23)01463-1,OK
S0016-2361(23)01550-8,OK
S0016-2361(23)01562-4,OK
S0016-2361(23)01628-9,OK
S0016-2361(23)01708-8,OK
S0016-2361(23)01759-3,OK
S0016-2361(23)01775-1,OK
S0016-2361(23)01804-5,OK
S0016-2361(23)01824-0,OK
S0016-2361(23)01840-9,OK
S0016-2361(23)01844-6,OK
S0016-2361(23)01900-2,OK
S0016-2361(23)01923-3,OK
S0016-2361(23)01993-2,OK
S0016-2361(23)02132-4,OK
S0016-2361(23)02145-2,OK
S0016-2361(23)02172-5,OK
S0016-2361(23)02395-5,OK
S0016-2361(23)02448-1,OK
S0016-2361(23)02511-5,OK
S0016-2361(23)02524-3,OK
S0016-2361(23)02536-X,OK
S0016-2361(23)02713-8,OK
S0016-2361(23)02723-0,OK
S0016-2361(23)02735-7,OK
S0016-2361(23)02741-2,OK
S0016-2361(23)02938-1,OK
S0016-2361(23)03056-9,OK
S0016-2361(23)03087-9,OK
S0016-2361(23)03154-X,OK
S0016-2361(23)03197-6,OK
S0016-2361(23)03236-2,OK
S0016-2361(23)03237-4,OK
S0016-2361(23)03249-0,OK
S0016-2361(23)03278-7,OK
S0016-2361(23)03317-3,OK
S0016-2361(23)03318-5,OK
S0016-2361(23)03346-X,OK
S0016-2361(23)03348-3,OK
S0016-2361(23)03353-7,OK
S0016-2361(23)03365-3,OK
S0016-2361(23)03375-6,OK
S0016-2361(23)03439-7,OK
S0016-2361(24)00043-7,OK
S0016-2361(24)00055-3,OK
S0016-2361(24)00064-4,OK
S0016-2361(24)00153-4,OK
S0016-2361(24)00178-9,OK
S0016-2361(24)00286-2,OK
S0016-2361(24)00306-5,OK
S0016-2361(24)00321-1,OK
S0016-2361(24)00349-1,OK
S0016-2361(24)00417-4,OK
S0016-2361(24)00437-X,OK
S0016-2361(24)00440-X,OK
S0016-2361(24)00494-0,OK
S0016-2361(24)00495-2,OK
S0016-2361(24)00524-6,OK
S0016-2361(24)00538-6,OK
S0016-2361(24)00635-5,OK
S0016-2361(24)00642-2,OK
S0016-2361(24)00643-4,OK
S0016-2361(24)00680-X,OK
S0016-2361(24)00723-3,OK
S0016-2361(24)00771-3,OK
S0016-2361(24)00814-7,OK
S0016-2361(24)00840-8,OK
S0016-2361(24)00862-7,OK
S0016-2361(24)00885-8,OK
S0016-2361(24)00890-1,OK
S0016-2361(24)00918-9,OK
S0016-2361(24)00927-X,OK
S0016-2361(24)00976-1,OK
S0016-2361(24)00991-8,OK
S0016-2361(24)01037-8,OK
S0016-2361(24)01074-3,OK
S0016-2361(24)01084-6,OK
S0016-2361(24)01098-6,OK
S0016-2361(24)01123-2,OK
S0016-2361(24)01376-0,OK
S0016-2361(24)01438-8,OK
S0016-2361(24)01509-6,OK
S0016-2361(24)01594-1,OK
S0016-2361(24)01618-1,OK
S0016-2361(24)01650-8,OK
S0016-2361(24)01731-9,OK
S0016-2361(24)01803-9,OK
S0016-2361(24)01816-7,OK
S0016-2361(24)01824-6,OK
S0016-2361(24)01884-2,OK
S0016-2361(24)01902-1,OK
S0016-2361(24)01959-8,OK
S0016-2361(24)02080-5,OK
S0016-2361(24)02146-X,OK
S0016-2361(24)02204-X,OK
S0016-2361(24)02241-5,OK
S0016-2361(24)02278-6,OK
S0016-2361(24)02336-6,OK
S0016-2361(24)02369-X,OK
S0016-2361(24)02396-2,OK
S0016-2361(24)02412-8,OK
S0016-2361(24)02435-9,OK
S0016-2361(24)02449-9,OK
S0016-2361(24)02486-4,OK
S0016-2361(24)02491-8,OK
S0016-2361(24)02558-4,OK
S0016-2361(24)02602-4,OK
S0016-2361(24)02697-8,OK
S0016-2361(24)02873-4,OK
S0016-2361(24)02915-6,OK
S0016-2361(24)03049-7,OK
S0016-2361(24)03097-7,OK
S0016-2361(24)03165-X,OK
S0016-2361(24)03238-1,OK
S0016-2361(24)03245-9,OK
S0016-2361(24)03364-7,OK
S0016-2361(24)03383-0,OK
S0016-2361(24)03384-2,OK
S0016-2361(25)00045-6,OK
S0016-2361(25)00054-7,OK
S0016-2361(25)00078-X,OK
S0016-2361(25)00080-8,OK
S0016-2361(25)00218-2,OK
S0016-2361(25)00326-6,OK
S0016-2361(25)00351-5,OK
S0016-2361(25)00394-1,OK
S0016-2361(25)00448-X,OK
S0016-2361(25)00475-2,OK
S0016-2361(25)00486-7,OK
S0016-2361(25)00494-6,OK
S0016-2361(25)00551-4,OK
S0016-2361(25)00552-6,OK
S0016-2361(25)00586-1,OK
S0016-2361(25)00645-3,OK
S0016-2361(25)00674-X,OK
S0016-2361(25)00725-2,OK
S0016-2361(25)00787-2,OK
S0016-2361(25)00790-2,OK
S0016-2361(25)00793-8,OK
S0016-2361(25)00979-2,OK
S0016-2361(25)01009-9,OK
S0016-2361(25)01084-1,OK
S0016-2361(25)01094-4,OK
S0016-2361(25)01131-7,OK
S0016-2361(25)01178-0,OK
S0016-2361(25)01184-6,OK
S0016-2361(25)01275-X,OK
S0016-2361(25)01277-3,OK
S0016-2361(25)01282-7,OK
S0016-2361(25)01364-X,OK
S0016-2361(25)01391-2,OK
S0016-2361(25)01396-1,OK
S0016-2361(25)01415-2,OK
S0016-2361(25)01441-3,OK
S0016-2361(25)01456-5,OK
S0016-2361(25)01501-7,OK
S0016-2361(25)01526-1,OK
S0016-2361(25)01541-8,OK
S0016-2361(25)01566-2,OK
S0016-2361(25)01585-6,OK
S0016-2361(25)01608-4,OK
S0016-2361(25)01710-7,OK
S0016-2361(25)01814-9,OK
S0016-2361(25)01830-7,OK
S0016-2361(25)01841-1,OK
S0016-2361(25)01903-9,OK
S0016-2361(25)01907-6,OK
S0016-2361(25)01930-1,OK
S0016-2361(25)01940-4,OK
S0016-2361(25)01960-X,OK
S0016-2361(25)02044-7,OK
S0016-2361(25)02126-X,OK
S0016-2361(25)02159-3,OK
S0016-2361(25)02181-7,OK
S0016-2361(25)02184-2,OK
S0016-2361(25)02185-4,OK
S0016-2361(25)02190-8,OK
S0016-2361(25)02297-5,OK
S0016-2361(25)02348-8,OK
S0016-2361(25)02418-4,OK
S0016-2361(25)02477-9,OK
S0016-2361(25)02479-2,OK
S0016-2361(25)02496-2,OK
S0016-2361(25)02576-1,OK
S0016-2361(25)02657-2,OK
S0016-2361(25)02740-1,OK
S0016-2361(25)02764-4,OK
S0016-2361(25)02944-8,OK
S0016-2361(25)02947-3,OK
S0016-2361(25)03022-4,OK
S0016-2361(25)03121-7,OK
S0016-2361(96)00099-3,OK
S0016-2361(97)00036-7,OK
S0016-2361(97)00048-3,OK
S0016-2361(97)00107-5,OK
S0016-2361(97)00109-9,OK
S0016-2361(97)00170-1,OK
S0016-2361(97)00186-5,OK
S0016-2361(97)00193-2,OK
S0016-2361(98)00031-3,OK
S0016-2361(98)00035-0,OK
S0016-2361(98)00070-2,OK
S0016-2361(98)00079-9,OK
S0016-2361(98)00094-5,OK
S0016-2361(98)00158-6,OK
S0016-6995(16)30123-1,OK
S0016-7037(10)00010-4,OK
S0016-7037(19)30326-6,OK
S0016-7037(22)00270-8,OK
S0016-7037(25)00300-X,OK
S0016-7037(97)00176-2,OK
S0016-7037(97)00288-3,OK
S0016-7061(12)00084-5,OK
S0017-9310(07)00083-X,OK
S0017-9310(10)00614-9,OK
S0017-9310(16)33312-9,OK
S0017-9310(21)00571-8,OK
S0017-9310(24)01418-2,OK
S0017-9310(25)01349-3,OK
S0019-0578(07)60204-3,OK
S0019-1035(08)00276-5,OK
S0019-1035(22)00226-3,OK
S0019-1035(23)00203-8,OK
S0019-4522(22)00192-3,OK
S0019-4522(22)00390-9,OK
S0019-4522(25)00246-8,OK
S0019-4522(25)00308-5,OK
S0019-4522(25)00379-6,OK
S0019-4522(25)00460-1,OK
S0019-4522(25)00558-8,OK
S0019-4522(25)00562-X,OK
S0019-4522(25)00627-2,OK
S0020-6539(24)01615-0,OK
S0020-7225(06)00124-8,OK
S0020-7462(24)00304-4,OK
S0021-8502(97)10021-0,OK
S0021-9517(08)00442-9,OK
S0021-9517(10)00319-2,OK
S0021-9517(11)00265-X,OK
S0021-9517(13)00104-8,OK
S0021-9517(14)00104-3,OK
S0021-9517(14)00233-4,OK
S0021-9517(15)00123-2,OK
S0021-9517(18)30038-1,OK
S0021-9517(18)30145-3,OK
S0021-9517(19)30115-0,OK
S0021-9517(19)30122-8,OK
S0021-9517(19)30230-1,OK
S0021-9517(19)30343-4,OK
S0021-9517(19)30481-6,OK
S0021-9517(20)30114-7,OK
S0021-9517(20)30213-X,OK
S0021-9517(21)00334-1,OK
S0021-9517(22)00515-2,OK
S0021-9517(25)00135-6,OK
S0021-9517(25)00501-9,OK
S0021-9517(25)00531-7,OK
S0021-9517(25)00554-8,OK
S0021-9614(25)00084-9,OK
S0021-9673(00)00346-0,OK
S0021-9673(00)80459-8,OK
S0021-9673(00)85724-6,OK
S0021-9673(00)97489-2,OK
S0021-9673(01)89517-0,OK
S0021-9673(06)02018-8,OK
S0021-9673(07)01736-0,OK
S0021-9673(07)02107-3,OK
S0021-9673(11)01429-4,OK
S0021-9673(13)00686-9,OK
S0021-9673(14)01077-2,OK
S0021-9673(15)00283-6,OK
S0021-9673(16)30590-8,OK
S0021-9673(17)31507-8,OK
S0021-9673(18)31444-4,OK
S0021-9673(22)00695-1,OK
S0021-9673(24)00618-6,OK
S0021-9673(24)00756-8,OK
S0021-9673(97)00801-7,OK
S0021-9797(09)01394-0,OK
S0021-9797(10)00977-X,OK
S0021-9797(10)01405-0,OK
S0021-9797(14)00983-7,OK
S0021-9797(18)30561-7,OK
S0021-9797(20)30490-2,OK
S0021-9797(20)31006-7,OK
S0021-9797(20)31535-6,OK
S0021-9797(21)01791-4,OK
S0021-9797(22)00167-9,OK
S0021-9797(22)01716-7,OK
S0021-9797(23)00129-7,OK
S0021-9797(23)00457-5,OK
S0021-9797(23)00552-0,OK
S0021-9797(23)02162-8,OK
S0021-9797(23)02186-0,OK
S0021-9797(24)00999-8,OK
S0021-9797(24)01451-6,OK
S0021-9797(24)01583-2,OK
S0021-9797(25)00327-3,OK
S0021-9797(25)01163-4,OK
S0021-9797(25)01881-8,OK
S0021-9797(25)01951-4,OK
S0021-9797(25)02384-7,OK
S0021-9797(25)02524-X,OK
S0022-0248(24)00286-0,OK
S0022-0248(25)00038-7,OK
S0022-1139(00)00233-5,OK
S0022-1139(18)30269-0,OK
S0022-2313(21)00206-4,OK
S0022-2313(24)00470-8,OK
S0022-2313(24)00490-3,OK
S0022-2860(21)02123-2,OK
S0022-2860(23)00248-X,OK
S0022-2860(24)03241-1,OK
S0022-2860(25)01233-5,OK
S0022-2860(25)02558-X,OK
S0022-2860(25)02563-3,OK
S0022-2860(25)02724-3,OK
S0022-2860(25)02928-X,OK
S0022-3093(24)00503-9,OK
S0022-3115(00)00219-1,OK
S0022-3115(04)00120-5,OK
S0022-3115(07)00335-2,OK
S0022-3115(07)00544-2,OK
S0022-3115(11)00832-4,OK
S0022-3115(11)00931-7,OK
S0022-3115(12)00427-8,OK
S0022-3115(13)00602-8,OK
S0022-3115(15)30403-7,OK
S0022-3115(17)30085-5,OK
S0022-3115(17)30156-3,OK
S0022-3115(17)30464-6,OK
S0022-3115(17)31584-2,OK
S0022-3115(18)30906-1,OK
S0022-3115(19)30305-8,OK
S0022-3115(19)30975-4,OK
S0022-3115(19)31224-3,OK
S0022-3115(20)31072-2,OK
S0022-3115(20)31154-5,OK
S0022-3115(21)00069-6,OK
S0022-3115(21)00080-5,OK
S0022-3115(21)00162-8,OK
S0022-3115(21)00271-3,OK
S0022-3115(24)00042-4,OK
S0022-3115(24)00099-0,OK
S0022-3115(24)00237-X,OK
S0022-3115(24)00307-6,OK
S0022-3115(24)00516-6,OK
S0022-3115(24)00600-7,OK
S0022-3115(25)00057-1,OK
S0022-3115(25)00604-X,OK
S0022-3115(25)00620-8,OK
S0022-3115(25)00630-0,OK
S0022-3115(97)00022-6,OK
S0022-328X(25)00328-6,OK
S0022-3697(17)30671-6,OK
S0022-3697(22)00605-9,OK
S0022-3697(25)00186-6,OK
S0022-4596(10)00145-3,OK
S0022-4596(13)00053-4,OK
S0022-4596(14)00271-0,OK
S0023-6438(22)01261-0,OK
S0023-6438(23)00340-7,OK
S0023-6438(25)01277-0,OK
S0025-326X(18)30205-4,OK
S0025-326X(18)30698-2,OK
S0025-326X(23)01161-X,OK
S0025-326X(24)01086-5,OK
S0025-326X(25)00970-1,OK
S0025-5408(08)00376-0,OK
S0025-5408(12)00620-4,OK
S0025-5408(24)00096-5,OK
S0025-5408(24)00601-9,OK
S0025-5408(25)00156-4,OK
S0025-5408(25)00347-2,OK
S0025-5408(25)00549-5,OK
S0025-5408(25)00559-8,OK
S0025-5408(96)00145-6,OK
S0026-265X(16)30652-X,OK
S0026-265X(17)30896-2,OK
S0026-265X(21)00198-3,OK
S0026-265X(22)00818-9,OK
S0026-265X(24)01100-7,OK
S0026-265X(24)01803-4,OK
S0026-265X(24)01996-9,OK
S0026-265X(25)00889-6,OK
S0026-265X(25)02857-7,OK
S0029-5493(11)00568-1,OK
S0029-5493(12)00227-0,OK
S0029-5493(20)30507-0,OK
S0029-5493(21)00333-2,OK
S0029-5493(22)00233-3,OK
S0029-5493(24)00668-X,OK
S0030-3992(18)32097-8,OK
S0030-3992(19)32290-X,OK
S0030-3992(20)31414-6,OK
S0030-3992(24)00515-2,OK
S0030-3992(24)01134-4,OK
S0030-5898(20)30794-X,OK
S0032-3861(03)00076-4,OK
S0032-3861(04)00152-1,OK
S0032-3861(04)01171-1,OK
S0032-3861(05)00604-X,OK
S0032-3861(05)00745-7,OK
S0032-3861(06)00311-9,OK
S0032-3861(06)00777-4,OK
S0032-3861(09)00349-8,OK
S0032-3861(09)00885-4,OK
S0032-3861(11)00355-7,OK
S0032-3861(12)00138-3,OK
S0032-3861(12)00453-3,OK
S0032-3861(13)00550-8,OK
S0032-3861(14)00038-X,OK
S0032-3861(14)00514-X,OK
S0032-3861(14)00824-6,OK
S0032-3861(15)00383-3,OK
S0032-3861(15)30221-4,OK
S0032-3861(15)30315-3,OK
S0032-3861(16)30636-X,OK
S0032-3861(17)31114-X,OK
S0032-3861(19)31090-0,OK
S0032-3861(20)30116-6,OK
S0032-3861(20)30497-3,OK
S0032-3861(21)00076-8,OK
S0032-3861(21)00150-6,OK
S0032-3861(21)00568-1,OK
S0032-3861(21)00663-7,OK
S0032-3861(23)00243-4,OK
S0032-3861(23)00516-5,OK
S0032-3861(24)00369-0,OK
S0032-3861(24)00662-1,OK
S0032-3861(24)00669-4,OK
S0032-3861(24)01224-2,OK
S0032-3861(25)01102-4,OK
S0032-3861(98)00492-3,OK
S0032-5910(01)00314-X,OK
S0032-5910(01)00359-X,OK
S0032-5910(07)00126-X,OK
S0032-5910(08)00367-7,OK
S0032-5910(09)00346-5,OK
S0032-5910(11)00504-3,OK
S0032-5910(12)00384-1,OK
S0032-5910(12)00424-X,OK
S0032-5910(13)00013-2,OK
S0032-5910(14)00120-X,OK
S0032-5910(14)00281-2,OK
S0032-5910(14)00728-1,OK
S0032-5910(15)00581-1,OK
S0032-5910(17)30050-5,OK
S0032-5910(17)30547-8,OK
S0032-5910(17)30868-9,OK
S0032-5910(19)30148-2,OK
S0032-5910(19)31111-8,OK
S0032-5910(20)30558-1,OK
S0032-5910(21)00319-3,OK
S0032-5910(21)00516-7,OK
S0032-5910(21)00710-5,OK
S0032-5910(22)00086-9,OK
S0032-5910(22)00406-5,OK
S0032-5910(22)00472-7,OK
S0032-5910(22)00591-5,OK
S0032-5910(22)00656-8,OK
S0032-5910(22)00700-8,OK
S0032-5910(22)00972-X,OK
S0032-5910(22)00974-3,OK
S0032-5910(23)00025-6,OK
S0032-5910(23)00187-0,OK
S0032-5910(23)00571-5,OK
S0032-5910(23)00921-X,OK
S0032-5910(23)01025-2,OK
S0032-5910(24)00005-6,OK
S0032-5910(24)00222-5,OK
S0032-5910(24)00378-4,OK
S0032-5910(24)00424-8,OK
S0032-5910(24)00489-3,OK
S0032-5910(24)00635-1,OK
S0032-5910(24)00710-1,OK
S0032-5910(25)00889-7,OK
S0032-5910(25)00944-1,OK
S0032-5910(25)01137-4,OK
S0032-5910(99)00273-9,OK
S0034-6667(25)00173-3,OK
S0038-0717(12)00114-9,OK
S0038-092X(10)00366-X,OK
S0038-092X(14)00298-9,OK
S0038-092X(16)00081-5,OK
S0038-092X(16)30636-3,OK
S0038-092X(17)30455-3,OK
S0038-092X(18)30480-8,OK
S0038-092X(19)30654-1,OK
S0038-092X(20)30591-0,OK
S0038-092X(20)30917-8,OK
S0038-092X(20)31215-9,OK
S0038-092X(21)00888-4,OK
S0038-092X(22)00420-0,OK
S0038-092X(23)00099-3,OK
S0038-092X(24)00564-4,OK
S0038-092X(24)00722-9,OK
S0038-092X(24)00780-1,OK
S0038-092X(25)00216-6,OK
S0038-092X(25)00528-6,OK
S0038-092X(25)00765-0,OK
S0039-9140(05)00259-6,OK
S0039-9140(05)00790-3,OK
S0039-9140(06)00750-8,OK
S0039-9140(09)00454-8,OK
S0039-9140(18)30446-6,OK
S0039-9140(22)00625-7,OK
S0039-9140(23)00588-X,OK
S0039-9140(25)00967-1,OK
S0039-9140(25)01132-4,OK
S0040-4020(01)81086-3,OK
S0040-4020(01)97089-9,OK
S0040-4020(16)31282-0,OK
S0040-4020(99)00276-8,OK
S0040-6031(00)00661-4,OK
S0040-6031(05)00250-9,OK
S0040-6031(08)00034-8,OK
S0040-6031(09)00261-5,OK
S0040-6031(12)00482-0,OK
S0040-6031(12)00521-7,OK
S0040-6031(13)00172-X,OK
S0040-6031(13)00197-4,OK
S0040-6031(13)00337-7,OK
S0040-6031(14)00339-6,OK
S0040-6031(16)30236-2,OK
S0040-6031(17)30209-5,OK
S0040-6031(17)30340-4,OK
S0040-6031(18)30346-0,OK
S0040-6031(18)30617-8,OK
S0040-6031(18)31149-3,OK
S0040-6031(18)31169-9,OK
S0040-6031(19)30377-6,OK
S0040-6031(19)30633-1,OK
S0040-6031(19)30861-5,OK
S0040-6031(20)30003-4,OK
S0040-6031(20)30645-6,OK
S0040-6031(21)00157-X,OK
S0040-6031(22)00001-6,OK
S0040-6031(22)00079-X,OK
S0040-6031(22)00083-1,OK
S0040-6031(22)00148-4,OK
S0040-6031(22)00149-6,OK
S0040-6031(22)00237-4,OK
S0040-6031(23)00038-2,OK
S0040-6031(23)00064-3,OK
S0040-6031(23)00072-2,OK
S0040-6031(23)00082-5,OK
S0040-6031(24)00029-7,OK
S0040-6031(24)00125-4,OK
S0040-6031(24)00142-4,OK
S0040-6031(24)00150-3,OK
S0040-6031(24)00151-5,OK
S0040-6031(25)00099-1,OK
S0040-6031(25)00116-9,OK
S0040-6031(25)00136-4,OK
S0040-6031(25)00137-6,OK
S0040-6031(97)00060-9,OK
S0040-6031(97)00097-X,OK
S0040-6031(98)00283-4,OK
S0040-6090(09)00101-1,OK
S0040-6090(10)01820-1,OK
S0040-6090(11)00179-9,OK
S0040-6090(12)01668-9,OK
S0040-6090(13)01781-1,OK
S0040-6090(24)00353-5,OK
S0041-0101(20)30100-8,OK
S0041-624X(22)00083-X,OK
S0042-207X(22)00101-4,OK
S0042-207X(25)00406-3,OK
S0042-207X(25)00592-5,OK
S0043-1354(15)30030-0,OK
